Name,Original Title,Korean Name,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Number of Ratings (num),Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Run On,N/A,? ?,TV Series,2020-2021,TV-MA,1h 10m,16,1,2,7.4,5.6K,5600,https://m.media-amazon.com/images/M/MV5BMWI4YjkwMWItMTgzOS00OGE1LTgyMWUtNTgwYzVkNjk0YzM2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi890749209/1434659607842-pgv4ql-1608740135196.mp4?Expires=1730940409&Signature=BlQhxPyDYDW4vbUZIP7sDH9U0ehrm8PF71syHDQOA9GDDk8Ub5QsfEL1PR1Ik66xsme2IXU-YQ4-jz65JqAAtVHh5~jFXt98hIIQ~OCzE3HE9tKqoE0di95guZ~5PAsPhzgyf9lz4Wde5Dc1lPf2RiKfNec4ou8KXa6HuOtcrUK0UTdK-LQJutmELFgX-73c07y1zQ2~Azhc9srBiH~P36aXb38ZD0K07jd7Arh3MHQmmX6BuhmQ7V6cDmRD8PAWCS0EeXWKUzx1ut0aJBYVc-6Z~SREUAWBSSt4Yq4Z~dwRQjXkTaGMFadPBIrEW8VkC688WYJ~LKbq7fyseO-hqA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life","Si-Wan Yim, Shin Se-Kyung, Sooyoung Choi",Watch on Netflix (https://www.netflix.com/watch/81318872)
Oh My Ghost,Oh Naui Gwishinnim,? ?? ???,TV Series,2015,N/A,1h,16,1,1,8,5.5K,5500,https://m.media-amazon.com/images/M/MV5BNzA2NjYyNjktYTBiNC00OWFlLTljMzAtZTRiZThlODMxYWM4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Fantasy, Romance","Timid Na Bong Sun gets possessed by the ghost of a confident young woman who seeks to solve her one unfinished business by hooking up with Bong Sun's boss, famous chef Kang Sun Woo.","Park Bo-young, Lee Dae-yeon, Jo Jung-suk","Watch on Netflix (https://www.netflix.com/watch/80993625), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.76a9f7a2-5c84-3e9b-ca0f-f00af36e9f93), Watch on The Roku Channel (https://therokuchannel.roku.com/details/16e0d62a82555c739bac6256a153785c), Watch on Tubi (https://tubitv.com/)"
Sisyphus: The Myth,Sijipeuseu: The Myth,????: The Myth,TV Series,2021,Not Rated,1h 10m,16,1,1,7,5.4K,5400,https://m.media-amazon.com/images/M/MV5BNzgxOWEwNjUtZWVmNS00MzczLWE1NjItNDEzN2Y4MWFiMzdlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi155894041/1434659607842-pgv4ql-1613739746713.mp4?Expires=1730932625&Signature=Fpf7iQ0VZjNhKCRoKOVEIAxe4DtmJ-FdiPAIst1sQSP-AqyyE6k0hFm7cfLCMmbgLlczg3pveP2q1EmVjn6Z3es7jqaD1VdUr0wkFefo7x74iN7rmYFBGMtxm09Zu234z~qVlgeYvAZ6vmVtleR91DSShHJxBEjurXruk78hIJwxye~hI2v9msnRA9cjXXgqi9WIAAT1s4M5kPg82RumWiEInhueKIweT8-NSlMNKWh~sQfpik0Vnr~Yw00DzRZ0ELdphbtgX7SwqtVzZC58USERa2Haeckytd2kMYsDmIuY4RYWvFAPRswkxejLLrwSgtSMDeitsYqYa5OGly4jtQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Time Travel, Action, Drama, Fantasy, Mystery, Romance, Sci-Fi","An unfathomable incident introduces a genius engineer to dangerous secrets of the world, and to a woman from the future who's come looking for him.","Cho Seung-woo, Park Shin-hye, Dawn Anderson",Watch on Netflix (https://www.netflix.com/watch/81397558)
My Liberation Diary,Naui Haebangilji,?? ????,TV Series,2022,TV-14,1h,16,1,1,8.2,5.3K,5300,https://m.media-amazon.com/images/M/MV5BOTNlYTQ4OTgtZTYyZi00M2Q0LWEyNGQtZGRiZmQ1NWFiOTNiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi4216046361/1434659607842-pgv4ql-1648040974867.mp4?Expires=1730939891&Signature=bklMhYT2ZJZvsT4R3PavKlJhwKaNHHVw05hsg1zMbWfTSBf2pKbQZ7h2KAoeMo1kP05uTbX4S9tB2KSdJaLGpgZKMP8KoVDM3uv-Vq6yctGGCKIWtJ6rGHd7jLP4lUuOnVxiKuYDgS0FDqAlkE-SMvogztZbBOXkOrodM5rwdW2GCfQNjgnSIZQi~9KDBNM1uLFdmpQ4viCwu-19fXT6ysJBdXVTxqtGRT-oFBtBMsXzRkT35JfnetGyHMtQEBS856YoA8M0t-rL39VfcuMAISIUoM049D-~S-Ph-TZFC6u5q3QDHxEuNb-WuXolxvEi5u1U0FyoCuL6rWNIVpGxLg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Feel-Good Romance, Drama, Romance","Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their humdrum lives.","Lee Min-ki, Kim Ji-won, Son Suk-ku",Watch on Netflix (https://www.netflix.com/watch/81568411)
Backstreet Rookie,N/A,??? ???,TV Series,2020,N/A,1h,16,1,2,7.5,5.3K,5300,https://m.media-amazon.com/images/M/MV5BNWY3YWZhMGItMGNmNC00ZDMxLWEzYmMtYTE1M2IzM2NhNGQxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2541534745/1434659607842-pgv4ql-1595861986444.mp4?Expires=1730935707&Signature=FvnPGfbJgJ59LkQUuk-bjIzDJyAGST8XNjYdaiiQAb26w~9fnKlFyvNJEZgBI9rLhgeK16oU6av0nfdn8xsJGgH1PTgK876xe9qi-vqimICuswG~mJYe~LMaX9CMUj3nl5JHEEuj7f8mLrp3FLzife0vysmF1hYwn9ZLCEBz-G-OUxvzbJxATzWzWbxxuotuQId-tDqibdy0sbhzFtnuvtqdOt3t5aBAZMgH4viaEtjewp44WUdwheSq9wT9DZyNFiI0x31BCB5Rj2i1WcgT76Irmeb1Sx5OtHuaS8KlvHbEWFUMk6emp3ll81DB-wR0G1uQ6t0fvUwBl0X9sU7pmA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Romance",A former troublemaker applies for a job at a convenience store owned by the same man who ran errands for her a few years ago.,"Active Volcano, Kim Yoo-jung, Ji Chang-wook","Watch on Netflix (https://www.netflix.com/watch/81465196), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0d2143d1-de6d-44d1-bfc1-914286d11d24)"
Doona!,N/A,???!,TV Series,2023,TV-14,50m,9,1,1,7.1,5.3K,5300,https://m.media-amazon.com/images/M/MV5BOTI1M2RmMDMtMzk1OS00YTAwLTg5YzktZGVkMTU5YWZmN2I0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2430387993/1434659607842-pgv4ql-1696428107521.mp4?Expires=1730932838&Signature=BImRoP6m0wjdSZD-PyPtZcT-Jh~jL2PEZb4F8~l2tcxp5yFqkz98vTSKvCWH5Rpqbuy5u4KJaqssuDbs7BBKuJmALi93iiun5JDJPKd8-SMwNqv6QrxY1ReDP8WO0B9padzmZ-qEgPNARNieDB3zpDu6hEwgyGTeasTyPZfs52jTJrc4BaY3bzG9z8vp5EKY6xP1rvs~KUWMb69piByEQJxwiPRV1lyr72DK992F7-isjTkcZ~MReTa8iGmzAFQieD5EvTjjRmzDRyzn-oUH4qs1vbcMMmnGHBA3TkjPoYNdIYECvLC11wRAgBgVRQN7oiLyNrQkcZYXR6f2unwcNw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Feel-Good Romance, Korean Drama, Comedy, Drama, Romance",Follows the romance between a freshman college student and an established female pop idol.,"Bae Suzy, Yang Se-jong, June Angela",Watch on Netflix (https://www.netflix.com/watch/81595046)
The Worst of Evil,Choeakui Ak,??? ?,TV Series,2023,TV-MA,N/A,12,1,1,8.3,5.2K,5200,https://m.media-amazon.com/images/M/MV5BZmQxNjYyOWYtN2NiZi00ODBmLTk0ZTMtNTgxMzczMmVlZjVmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2581514009/1434659607842-pgv4ql-1696591755404.mp4?Expires=1730932537&Signature=nQp8cPDdtrij1EKPLoFAHT9AvJVNCbJyeZbb9aVNd6wb7kdckx9rMS3mSRs3r32gQ1H2HAvmi9Ne2kMZ-XSFqUHvhJ00riizJ6iR~ekXyKRse~wYFmkHaj0LIjeDe8SeDQOxqCdRHy~26d5TKgFHR7afNn9IvGDJ6sLNAnwM9Q6Sn2ab90cUFL1zaxO0gJeqGKOhyvRpCD6KcJ8-WHkpbuClz-bDRb~8mZwjkdeI1RudQXz5s~PBIpwasXP8KxHxo3l0DvPnTeer7NVaO3VIg04Cd9Iqunsa5d2ENB0DIhokTPhS4iokU0O-~3ZTmsxAjBXqOlkiEVzLq9OXy86Dkg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Gangster, Korean Drama, Action, Crime, Drama, Thriller","In the 1990s, a police officer goes undercover to infiltrate a mega crime syndicate that distributes illegal drugs across South Korea, China, and Japan. His wife, a narcotics officer, is also involved.","Ji Chang-wook, Wi Ha-joon, Im She-mi",Watch on Hulu (http://www.hulu.com?d=Amazon)
Crash Course in Romance,Ilta seukaendeul,?? ???,TV Series,2023,TV-14,1h 15m,16,1,1,7.7,5.2K,5200,https://m.media-amazon.com/images/M/MV5BZGE1ODM5MjktMGY0MS00NjA4LWFiOWItN2ZhZTYzN2RmNmM2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi282641689/1434659607842-pgv4ql-1672841108494.mp4?Expires=1730932743&Signature=Q0-k8wqhYFZE1N-nEN5YZMs4Koxiwh4BYA50LUhjFWRBGgdt8w2FD8uJzDfLGD8-gWTmGhgbsgQhTxLrPv7yTJrWDWWmXANm48QSIzQ2rB1E~5RzOEhZnPdXIDSLe4MFJQg-2f3T9Q2rgL2LMo6ZDC02Cf3616cuZgtMryofRZyDHiEXlgx4aPmrFboj8oAvrDM~c3wex3HIeCZxSUAWDaksJEN0n7V8J5e4osAiBqKVsVuEWqepylB-y3p8CCR5TOI4Bz7IzF1F1brq74PNAcEvfLbWKGeWcF8KhBSoFDSVlw1byriCdN887LQEF9m7XdECarVCXQUMWqaIsNdxRA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance",Retired national team female handball player has become a Banchan take-out store owner in order to look after her family while she grapples with her daughter's tutor's many quirks.,"Yang Hee Seung, Jeon Do-yeon, Jung Kyung-ho",Watch on Netflix (https://www.netflix.com/watch/81649877)
Touch Your Heart,Jinsimi Dadda,??? ??,TV Series,2019,N/A,1h,16,1,1,7.6,5.2K,5200,https://m.media-amazon.com/images/M/MV5BODJhMWYwNWEtZDU3Mi00NTJmLWE1YTUtOWQxNjZlMWMyZjc3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1710670617/1434659607842-pgv4ql-1635942523084.mp4?Expires=1730936209&Signature=TKHJy4-6102A4FxYKafyveEm5JfRrZjjCThLYjmfxLrhu1qCSTmx50xwtjf7SEpHfDJqARjeUw-qC04eRnCqfLRK20wb-PuBFKoVtOl8ZLxEz291iqfq7ys~XqjWH7lc7px4-73u9Dia3NPnd9rQOR8P5dHU9dEYzngHIY0YAKm-W8RdQi7bf8aIl8rBR4r-uS~~5EIZ49clsWEey38Dq45HUY5THmFqkbdvxz6rYgzT-Gpz9U1Rdwz-HdpmjCasOOUQfK2X1LmT5B3HQoW3q-DzvxNJPQg4sO-KKm0xNDkjV5CPjdH0NgvpaRarZJixfSWDogP6I2jtlPSJzt4dKA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance","An affair between a lawyer and a first-rate actress, whose life goes downhill after being involved in a scandal. She fakes her position to become the lawyer's secretary and star in a writer's drama.","Lee Dong-wook, Lee Sang-woo, Son Sung-yoon",Watch on The Roku Channel (https://therokuchannel.roku.com/details/2904c4ec87745396af33d7bf2393df64)
Prison Playbook,Seulgirowun Gamppangsaenghwal,???? ????,TV Series,2017-2018,N/A,1h 30m,16,1,2,8.4,5.1K,5100,https://m.media-amazon.com/images/M/MV5BZDY0NzM1YTAtNDQ0NC00YTI1LTg5NzctMzcwNDMzOGEzODVmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3498230553/1434659607842-pgv4ql-1634552089190.mp4?Expires=1730935177&Signature=pohcfacSN5XC3Hm9JyEHvA1SW36KVG410PHX0y6gjLqhKQC6vyErcW9Xi2ZlL-xDK8wxaRWVrlFZhFD2R9cJtuo75sH8IbPDLzsn1sGmOoW8NW~5w6Xpsz9Jmr83Go8JU~uBqR04JbeFKffZy1qJD6ATWGAbfb9X9JXOTaRyNU4HwB40uqvuIkcGOu7I7VyitV5tXzGQIESTKXxow3DG9gosvJZakHfwEBLLWKeYIuX1fob4y-jjLVr-PPCniGW6HgmZlfwm6vBBm17bIxB9MgwrelNwrmR8a2bg7oQp4frT~a82OO69m-WFmH3piNsiDR46wHoKgVGR-077nlZiiQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Prison Drama, Comedy, Drama","Baseball pitcher Kim Je-hyeok becomes a convict overnight after being sent to prison for defending his sister from a sexual assault, days before he was due to fly to the US to join the Boston Red Sox.","Park Hae-soo, Jung Kyung-ho, Krystal Jung",Watch on Netflix (https://www.netflix.com/watch/80214406)
My Roommate Is a Gumiho,Gan Tteoleojineun Donggeo,? ???? ??,TV Series,2021,N/A,1h 5m,16,1,2,7.7,5.1K,5100,https://m.media-amazon.com/images/M/MV5BZDA0ZjQ2NmYtNGQxNy00MDc5LWJhNTEtZDRiNWQ0ZDAzY2MzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3156000793/1434659607842-pgv4ql-1625219397493.mp4?Expires=1730935235&Signature=Wlot~ewpY6xsCo3jAQOVRQiKLif4U9Di-s1QXSomiDRU-6G9mmPAWh8qep8JoOjgXSK402Re8VpBpF89r3hojhH0PpFbus5UaFq80IUKKsyjamzPKq5NQnp88NWXG~d1Fke0qn9aL8v5A9kXbMcQuyh6n8aL~cBQvkMBKTJShSPr1y-z8KVZPLy-ortqYCHWDAu3q~zwFy5jLGm~WTtBQks5KyRxkrsJKPhXEpwlnN7ZZAF1bSnFoOO53u9f907YzPxAsfAwyRfWj6pnWQX~xGRU0UZk6diiKYC-aMWDUIZhBtcdt58QQDMOEjWxW6vvCdvTyV0JP9s9gFHv4gd8~Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Romantic Comedy, Supernatural Fantasy, Comedy, Fantasy, Romance","The thrilling love story of Shin Woo Yeo, a 999-years-old gumiho who wants to become human, and Lee Dam, who accidentally swallowed his fox bead.","Na, Jang Ki-yong, Lee Hyeri","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.34e5dc2c-72c0-4168-b063-0a4406692283), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.34e5dc2c-72c0-4168-b063-0a4406692283)"
Personal Taste,Gae-in-eui chwi-hyang,??? ??,TV Series,2010,N/A,1h,16,1,1,7.4,5.1K,5100,https://m.media-amazon.com/images/M/MV5BN2ZiNzdiYTctZDljMi00YWQzLWJjY2UtZWI0ZDkwMzQ4NDUyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance",A straight-laced architect falls in love with a furniture designer while pretending to be gay.,"Son Ye-jin, Lee Min-ho, Kim Nam-gil",N/A
Bad and Crazy,N/A,?? ? ????,TV Series,2021-2022,TV-PG,1h 10m,12,1,2,8,5K,5000,https://m.media-amazon.com/images/M/MV5BMjEzNTBmZDItMmZmNy00ZDdlLTk0MjItODZlZDIxZTFlNWY5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi585024281/1434659607842-pgv4ql-1638793695507.mp4?Expires=1730931563&Signature=MyBuU9OaieGT6s4EspLq9lAJWEP0INNuBljTOvED9Q5MibWAgLCjty80wlHrk-Ig3T5k5G8rDlTGw3mu6XpdGraHWMy9fxgixeCWqTuAQOo7L1eWIHx77EsuDgUOw5J32A2lYsGMmwcrYJ6knU9Az-~WRGnAKq8M3uOWlZGXYBiYBB2j3AeBDehjRUrXSQoUu7FwBluOzD8C6wlgIabR8Te0RSpYMX5xbbgHLMQxQMH-~t2Ps0Z0EfLGeyXLLjx6V~oIXYmYRC-xyhXrgiBqpALyKDtlPXhZhUfJX9s~QRkjJO~xdsbsKfVrZ30n6qo1k8ZIHvoZAWmD4oh07hYZFw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Comedy, Crime, Drama, Fantasy, Mystery, Romance, Thriller","A mysterious, justice-seeking entity throws chaos into the life of a cop who's willing to overlook ethics and corruption for a promotion.","Lee Dong-wook, Han Ji-Eun, Cha Hak-yeon","Watch on Netflix (https://www.netflix.com/watch/81577271), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d4f68423-09b1-4b3d-9e32-3082229c1071), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d4f68423-09b1-4b3d-9e32-3082229c1071)"
Dr. Romantic,Nangmandakteo Kimsaboo,???? ???,TV Series,2016-2023,TV-14,1h,54,1,5,8.4,4.9K,4900,https://m.media-amazon.com/images/M/MV5BM2FlMDI4YzQtMzhhZi00N2Y5LTg2NDgtZjllNzI2YjdmMmI5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi629457689/1434659607842-pgv4ql-1634620922655.mp4?Expires=1730932407&Signature=bDjkUgLYW2uNJhLx4q1-ytvOWHo4ea7uEgKyT4mu3VMRote1mgwhSMF5TvRQFrRslWWpbOY1TVZSHFkCJqRuFgOU8JFd0rclG5mom3V3aH8quERseK~v4ulcBpqzf22Cue90jZNg0z5qANPYmnB4WVU3QTSexA6sAsbm9Rnc1JEz2LmDEzgzn0P7fdc8EXIpvfNZbtVMJltKjXE1tqe33SFU0Ih67k0SpJJY-GF5X51ZI2x3k2Bunluj9j9czJaJrXKRjBsYVjfEotfiJzTZz1bi9ko1iyxnPgzqkQ4rlIc39QNVz5pIOeTU0tVT4VCqO-ALqKCuWDyI4zDLeVhPrA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","""Romantic Doctor Kim"" is a ""real doctor"" story set in a small, humble hospital called Dol Dam Hospital. It is a story about people who meet Kim Sa Bu (Han Suk Kyu), a genius doctor, and discover ""real romance.""","Han Suk-kyu, Byeon Woo-min, Jin Kyung",Watch on Hulu (http://www.hulu.com?d=Amazon)
I Hear Your Voice,Neoui Moksoriga Deulryeo,?? ???? ??,TV Series,2013,TV-Y,1h,18,1,1,8,4.9K,4900,https://m.media-amazon.com/images/M/MV5BMGM2NDQ2YzgtMWU0My00Zjk4LTg2NTAtOWY1ZTlmNTUwZjE1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Korean Drama, Comedy, Drama, Fantasy, Romance",A sharp female lawyer with no filter teams up with a public defender and a high-school student with special gifts to bring down a killer with a personal vendetta.,"Lee Bo-young, Lee Jong-suk, Yoon Sang-Hyun",N/A
A Time Called You,Neoui Sigan Sogeuro,?? ?? ???,TV Series,2023,TV-14,1h,12,1,1,7.8,4.9K,4900,https://m.media-amazon.com/images/M/MV5BZGZkYjQyYjYtMjRhYy00Mjc0LTk2NDMtZmUyYWM0YzA2OTc2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2760623897/1434659607842-pgv4ql-1691759363745.mp4?Expires=1730932125&Signature=DMMlOY47UeYwpyvOamnS36Skh34Px7MbziiiOlQHxYJeSji0O-el8~4QZzxw4mUqmrkqg0~UCKNpAYLECjE2VuKdgahycTOl02iPa6AACvN-80bOasJQJaigSibW2qLm2TMBP4lZZkkDe4EenYH5cLQ990X-0tpvErs67r-m2aM2fUWvrhjD2Pn5ZcD7YZWj27eBlnxdt5lBbt52yE4IghGrr~M0dNUDACrmF7N6StR-0D-VJpgDgV2j5b-HVYg0fui8Xdo4Hc~7UP8uINW5i7IRluYi3hUs7upr~lMx0MflzmPly5DZMBLwrP4BHf4ks-428N9Wn8KiLJJgtQyovA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Time Travel, Drama, Fantasy, Romance, Sci-Fi","A grieving woman magically travels through time to 1998, where she meets a man with an uncanny resemblance to her late love.","Ahn Hyo-seop, Jeon Yeo-been, Kang Hoon",Watch on Netflix (https://www.netflix.com/watch/81569769)
Cheese in the Trap,N/A,?? ? ? ??,TV Series,2016,N/A,1h,17,2,1,7.2,4.9K,4900,https://m.media-amazon.com/images/M/MV5BMWVjNWJmN2ItZWM5YS00MDM2LTk1YzMtNzNhZWU0YjgyNWNlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Romance",A college student balances her studies and a part-time job with a relationship with an insecure man who manipulates others.,"Park Hae-jin, Kim Go-eun, Seo Kang-joon",Watch on Tubi (https://tubitv.com/)
The Devil Judge,Angmapansa,????,TV Series,2021,TV-14,1h 15m,16,1,1,8.3,4.8K,4800,https://m.media-amazon.com/images/M/MV5BZmU5ZDZhMTktOTAzZC00NTk1LWIyZWQtMTBjMTBiOGJkYWMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi692568089/1434659607842-pgv4ql-1630086035735.mp4?Expires=1730935256&Signature=FP8grrmFXrbDby7TDDylhuaxVlBLG8EHNJQrTnlckJlI~W3qL1TXPmwLrCxnFyLqzkSMTqjJBPmX4bSHdzW4gDm9zR93PRl0EfIDQZwq~uPh7UlTARo~Tgj7DmgrgyS50hprgP6P0yjjtqpdDlcIrBeDRzL8Xf-5UFpJLgUGCINa08PdlDxwkm50ClmCgJThvYjKbdxOR3R8BPl4anG8PvwJQ8DS3N3sVLI1F0u4wB53idZzjGlfdDADbovPBxo1bMyjhROuxiMfMfEnRS73mY8~vBwAgTwr4VnzpNMfulcxhTdWkI3a3ApZzOIjlimIygFQ7FlZ-zSHGIvMidIENQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Mystery","During a time of chaos, a judge turns the court into something like a reality show and punishes evil people mercilessly.","Ji Sung, Kim Min-jung, Park Jin-young",Watch on Netflix (https://www.netflix.com/watch/81517098)
"It's Okay, That's Love","Gwaenchanhah, Sarangiya","???, ????",TV Series,2014,TV-14,1h,16,1,1,8.3,4.8K,4800,https://m.media-amazon.com/images/M/MV5BYjI1NDVjN2QtNDgzNi00MmFiLTgyN2QtYWMxMDM2YzEyNmNjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance",A love story between a psychiatrist named Ji Hae Soo and an author who had schizophrenia named Jang Jae Yeol.,"Sung Dong-il, Lee Kwang-soo, Jin Kyung",N/A
My Secret Romance,Aetaneun Romaenseu,??? ???,TV Series,2017,TV-14,47m,14,1,1,7.1,4.8K,4800,https://m.media-amazon.com/images/M/MV5BZTdiOTI0ZjktNjQ2NC00YjNkLWE3ZTUtODdhN2U1NjIyNmNiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi281330201/1434659607842-pgv4ql-1656110100601.mp4?Expires=1730936613&Signature=qqsH3lRC9CkSFvvW6wQqWJdIbh4FBFAEChgYe6fE6ZZGu5oAzcy1yMfu06rCBrXGKokzUxnlhPJjT~PLWI~ojhlcvYN~joGOhrJBb-UnHJmUk8uCaTSWXaitjjeH5sQTC9zNZJBCQl26lQuX4Sa9DjteCcgPslo2UYN0Y~lr6nW0pminDDshs6kuxpy6Njkxji4vbrBB1X48HsadwM4ukvy0rqwnpt1k990HCPUW~kYa4EvuL1PRIk~Wv4inXXaiqWYERqABUUqdl1iDprfTDTrGcmF9fyEFO8ZhPjWOi49Sqd7rVgRuu6kU7EaIKaTstOZa~edEf0z-tsHKdQUdgA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance",Jin-wook and Yoo-mi meet at a Gangwon-do resort and get caught up in a series of misunderstandings and accidents.,"Song Ji-eun, Sung Hoon, Kim Jae-young",N/A
Reborn Rich,Jaebeoljib Maknaeadeul,??? ????,TV Series,2022,N/A,1h 11m,16,1,1,8.1,4.7K,4700,https://m.media-amazon.com/images/M/MV5BYzlhNGU0NGQtNmYzMi00MzdjLTlkMzgtNTAzM2NhYTlhMzdhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3215050009/1434659607842-pgv4ql-1666169547910.mp4?Expires=1730931969&Signature=S3oR~40s21FhtmBmRWkr6p1Mctt4aBSi7vzJEc7se5ipAufIj07DQT9q~Nwwz5i4Q~LGmp~iF897HGGLOc1vNyuIyLIuLuCg1~0Jc0XnVJ3kgDJEyxgfcMvqL7gyz2ULSGghRIU~qpIm0QqaZRzMSj81udhV6JJZ2Xf-ARxFmdoDKHPuQ4bRsQ~tdiuKXpXS6A8AbczM1zun-Op5Zx9sn-i0wpoBcPbTBeXGmu2XCBMOMM5jk12i8J~M6vP07dUj0mP1ZARFM8zMdBTMZaMWJs~~mIyz1ce8nuRBgpjuILLeAn91cyk-oED4Cum0K8oMMS~cAOLI9TlaAM5XmxlnSg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy, Romance","After ten years, a loyal employee is framed for embezzlement, then murdered by his employers, only to be reborn as their youngest son with a yearning for revenge guiding his hostile takeover.","Song Joong-ki, Lee Sung-min, Jo Han-chul",N/A
The Penthouse: War in Life,Penteuhauseu,?????,TV Series,2020-2021,N/A,1h 10m,52,1,2,7.9,4.6K,4600,https://m.media-amazon.com/images/M/MV5BYzAyNmU5ZjktMDljMi00OGM2LWFmZTItYWEyMDMzYWNjMDQzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2700591129/1434659607842-pgv4ql-1618331278808.mp4?Expires=1730931968&Signature=WWMddgUq48cJk~8zjt1V34bMplOwcyQmXo704y0~eg2CnuE1da~PFwD1IT8fy02VdN31BUUnvjIEM7jRVLPSDYN1Yz5WrD0EDxOqm0gBoP3y6nrugN2wzzKLJr-5uF3FetmQK2aQLsZq0gQ0bUZt8rqxn84ScSPR8UIpgW4vV7fu9hKmh3nJMNkR2ItGgyDc6Cim1~3n3a32-vTay71petthFR7bcY4gXm83Qzx8kQouHuTDUfFGBnLxojTWbiND7T~~3lfwaxlwZJGN9Z3GFyxVr0A~lrz1EKHnx3bUNcXgl-s0GabnQUOMkcdqqlAPtgF1e29-QEd3uHYK2Z1O~g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Crime, Drama, Mystery, Thriller","The story of a woman who strives to achieve her goal of entering high society by becoming the ""queen"" in the 100th floor penthouse in Gangnam, the pinnacle of success in her eyes.","Kim So-yeon, Shin Eun-kyung, Uhm Ki-joon",N/A
