Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
My ID Is Gangnam Beauty,Nae Aidineun Gangnammiin,TV Series,2018,N/A,1h,16,1,2,7.3,6.8K,https://www.imdb.com/title/tt8585954/mediaviewer/rm2104771840/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3506357017/1434659607842-pgv4ql-1636540701924.mp4?Expires=1730703660&Signature=iWzNclNpWKbbmSOkROjf7rPP8AbVFw2zhN1raDbRiyMJ7IUDinoAw0ni84lnvnPIJ4Ys9JBHkDuFPCPxByM9AWmU67x8zkH7oLdqDS62I~gEkbF-BW7jKk7uFKvnPxW4n6xqFIfHlzD74GqEvsgIhUIPPRYn-10dzp68G~fsb78iMg7PjC0DWkZFzojaV5J-nea2ZwQM~QjKD-dbxJlSb~r27haqjbZuTjiZBDNVBcvfO-D6gOZzHyz~-hs4~H5CGsq2R5~3NqsVxGqWlhVtdqRg4l51hYXtC6Pjkw9nGpeBr3KGF0qUF2SDdTww5KeN7rS9bg3r9TJIG~TxW5oBYA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance","Kang Mi Rae recovers her self esteem after being bullied as she gets to know Do Kyung Suk after getting plastic surgery. Then she gets called the ""Gangnam plastic surgery monster.""","Im Soo-hyang, Cha Eun-woo, Jo Woo-ri","Watch on Netflix (https://www.netflix.com/watch/81030026), Watch on The Roku Channel (https://therokuchannel.roku.com/details/1661a7f569b2514c9d610285c3c34247)"
She Was Pretty,Geunyeoneun yeppeodda,TV Series,2015,N/A,1h,16,1,N/A,7.6,6.7K,https://www.imdb.com/title/tt5045900/mediaviewer/rm599184641/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi683590425/1434659607842-pgv4ql-1631805972946.mp4?Expires=1730703464&Signature=qAiXH0NlZJbFTiiWrPY6cpaH-yiyh8q1ksovJcpHowG3PX3-I1qo5wMfI7MN~vIFFx9~t9FvtiwDZixQEtYSAzmHjIgdhHf33JCSU~AX97QJiUvwTXRkPgJ2TV-qBMBEruyn7NcXV0euLLd4w8kW5KyTARcYLw91Bf8WU5KxStwrEn0w7BBHQJoIsiuJvIQUWzTlAE8Ck-TxdcRN4~HnklWZvWAI27YmCnoQ8XlVn6wsgzd2rBER3Jlry1KZU4H144EwmWWkpJ9qzyBOMfnbZY9zzYpQ9NARjAo-qPS4XJrF1Wa~aYW80hh04YiHhwNifZwJO0xnqAno09jD86~8EA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance","When Ji Sung-Joon was young, he was ugly. As he grew up, he began to have an attractive appearance. When Kim Hye-Jin was young, she was pretty. As she grew up, she became ugly. Ji Sung-Joon tries to find his first love.","Hwang Jeong-eum, Park Seo-joon, Ko Jun-hee",
The King's Affection,Yeonmo,TV Series,2021,TV-PG,N/A,20,1,N/A,8,6.6K,https://www.imdb.com/title/tt14609428/mediaviewer/rm73463297/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4271162137/1434659607842-pgv4ql-1633516268191.mp4?Expires=1730700944&Signature=ZK7lOTnb4puCZfLA9AlXuuV9dMwrAo4HcHekZMXSc2Y273kRxKrk507Ev6Uw8faiSkcai6L1Yn7EAehOjteXInExaz3RtViu101dl1caDwP3TnBkbm88N4Ru3V7c1~C8jyXCo7q7xNiSGfnt-Obgc2hXkUXcXCnVk6k02zIBBdbSvlHeYQbh5J-BhEuC~iku5ljKtp3URGRqiJx5rZGMPt64TTJCxDrximPmjyCZ7~CrCmqPMdzr3f1OJYrBGah53iAZunakqAYrv1-L2mW0cSYXwSutBx807vMQMstzVg35OnCH4tehqXbqG893NdILZE62K4NIV97onPwKvezedg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Period Drama, Drama, Romance","The story is set during the Joseon Dynasty when twins were considered an ominous sign. When the Crown Princess Consort gives birth to twins, an order is sent to kill the daughter. To save her, she is secretly sent out of the palace.","Lee So-Young, Park Eun-bin, Kim Ro-Woon",Watch on Netflix (https://www.netflix.com/watch/81430282)
A Korean Odyssey,Hwayugi,TV Series,2017-2018,N/A,1h 15m,20,1,3,7.9,6.5K,https://www.imdb.com/title/tt7099334/mediaviewer/rm1553357824/?ref_=tt_ov_i,N/A,"Supernatural Horror, Zombie Horror, Comedy, Fantasy, Horror, Romance","In 2017, Son Oh Gong and Ma Wang are in conflict with each other and they look for a true light in a dark world where evils exists everywhere.","Lee Seung-gi, Cha Seung-won, Oh Yeon-Seo",
Hwarang: The Poet Warrior Youth,Hwarang,TV Series,2016-2017,N/A,1h,20,1,2,8,6.5K,https://www.imdb.com/title/tt5646594/mediaviewer/rm3596839425/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi193970969/1434659607842-pgv4ql-1635420388469.mp4?Expires=1730703031&Signature=PfY~Yf9lSKahLYGGbndroxvYecDfhHH2pAZDKSDc9ucE3QtOpSgUaRtJmStIY9Ne9L9zkHhVDewwMh90T7XB~lPQFKFQZ~s~QH4qxwy~hbFp6VpOgRdgLAHFPpv~cZ4msVwTfwXLl9qYNoCBgSqGWU-lyiF4ZVJku3lGJD7~jV7gpUVaFFDYJF4nbN0dfChjg2F6UdIC9tc3nSARgPqJ-sPGDU9cGICOrezWuSFxS6p~hGtvypadMUC87V2CCfpHL0XVoWWejkyzVwbggCRmBgoJFhK5l6Wnuvi~StZ7XmzkjsOqM9IeRrBTPz09XsNFnvMrQwlI0TXRou27vjqLew__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Costume Drama, Action, Comedy, Drama, History, Romance","Revolves around an elite group of male warrior youth called Hwarang who grow through passion and love in Seorabeol, the capital of the ancient kingdom of Silla.","Park Seo-joon, Go Ara, Park Hyung-sik",
Twinkling Watermelon,Banjjagineun Woteomellon,TV Series,2023,N/A,1h 10m,16,1,N/A,8.9,6.5K,https://www.imdb.com/title/tt27446493/mediaviewer/rm3533132289/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3503343385/1434659607842-pgv4ql-1695263172438.mp4?Expires=1730700545&Signature=ZrygkB09P68EhaGq4W0Ba1ZslkZQS4hS4c~BI7MCgapOaUAIRrN~mJug1jzts33zxjDtrHFx6sFaWad-Gqi-iAS2IBpKbPAZ1t9LVeQAffAz4SM4wxd~2VmV2ADjV6ifm70RClDXodz~xJjgbDR68DSbtM9XpgQfe6QI6xEVUk8oHGEUH87NJpdkLRt8LkCnzVj~gKXc6ap28qYD3lbJXtmqRVgabXGzMJ3Xo5Djx79hIYayZhZVnBuL99mIfSOIA9ZexItWyKC6B5OpDek6YnV3aeJbeaEhUC3OAciPoKDpNMRJeeXhN1fmoAuLDyZuJKrUenA-Z4FEhD9VRKKVkw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Korean Drama, Teen Comedy, Teen Romance, Comedy, Drama, Fantasy, Music, Romance","""Sparkling Watermelon"" will tell the story of a boy living a double life between a model student and a band member who gets to time slip and meets his 18-year-old father. The two will build friendships there.","Seol In-ah, Lee Ha-min, Choi Hyun-wook",
Taxi Driver,Mobeomtaeksi,TV Series,2021,N/A,1h 10m,32,2,2,8.1,6.5K,https://www.imdb.com/title/tt13759970/mediaviewer/rm3100910849/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1719976729/1434659607842-pgv4ql-1634643803233.mp4?Expires=1730702767&Signature=YakPqPF-K-FPM8JDlZvkTqJx3xtMIkjXIjpU0bHVNmXu4QZUCxnweD6aqTnIKeZNhc9259BPYO5llpKBGYTy2mPj-NCZjwTB9NtYvTFPVAwaCeL23e-Juy7YBlE4kqikahvEPfUMxq5jA3zM1qwb8RANZbJDVGgDqbKBF8B0ZFveLppGWTe2mCvNFxPjPufNspb0W1PkCk5IPwQb9l8y~B4F~cKauXX3p1gb~4c~XtEFhnmkHDS3khsdraSabxyvLLAM7gmIIJUur1fOMZAUCOavWz3pj0yKeAkK5ay17u~mtzg-ZfJ45qgD50mb39UGIhGPt1i~ongQaJd~muzTzw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Crime, Drama, Thriller",The story of a deluxe taxi driver who gets revenge on behalf of his passengers. It is based on the webtoon Deluxe Taxi by Carlos and Lee Jae-jin,"Lee Je-hoon, Kim Eui-sung, Pyo Ye-jin",
"Kill Me, Heal Me","Kilmi, hilmi",TV Series,2015,N/A,1h,20,N/A,N/A,8.3,6.4K,https://www.imdb.com/title/tt4339192/mediaviewer/rm3225905665/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi957334041/1434659607842-pgv4ql-1660285137570.mp4?Expires=1730737638&Signature=EvdOqNyyqyXqqa7Y50c6~vkQ3HH4NBqwndBJPyynXTahQvADTtnAOta2fhJXMhr7jq1wR~E3U4oXWdSLzpSdQG9jlkOZlCArHYmFWslLvQ~zf7b-OwA-msRnH5bjXiBmCGOZT2a5FgBrudMMudAyE1uSnXc1c7FS9ZXl6OhS3GBDmDwk70PMp6NuZuha58bjpfIuz~-PGIpm8f9wvVbv3RflzFMvl-ayiabk4LwBnq5k022xMWFsK8E36Regk474TfkGC4oyOwtnkCgRuimSZe~Uq6hekocFw3DKTWLy0T4IYWKjYUoAbIPiX6v1B93SHsP6i3cm6jysa88iBQzDlw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance",A love story between the son from a wealthy family who has 7 personalities Cha Do Hyun and Oh Ri Jin who becomes his secret psychiatrist.,"Ji Sung, Hwang Jeong-eum, Park Seo-joon",
Arthdal Chronicles,Aseudal Yeondaegi,TV Series,2019-2023,N/A,1h 20m,30,2,2,8.3,6.3K,https://www.imdb.com/title/tt8750956/mediaviewer/rm3805501697/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi104512537/1434659607842-pgv4ql-1560517441573.mp4?Expires=1730700295&Signature=FsKsDUxVSxO72M0ZcwTszHRwfypgWNPdsHtRBoMhJc0J72prbOrUZzfGQ1D3Ofk3i5tEQyj5cRcT7MsaX2vtik7Mt2hwbQsGwrLLfltnEKg2p5~lhtNQX9ZNpwNKKJxCo0Iu9So5aJePdUtXJdEIaq4hilYeR6VAiTo2RfR3O6hzAF7VWo2a1~CBstqbW0KrvLPmAbWo32k6Q0b52fdDdWeLKHNT61FTWsngOqG8QbbCQZNU~OET05yD~-WFpUtIAyVDcyOXcPkDxR5MVkwrcmeMKYA5LlBP98eFxDAKs~8Q9GlAza9fNxERA4~X6kLt4XAs5kduTsi02QMQ9NWz3g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Costume Drama, Dark Fantasy, Fantasy Epic, Korean Drama, Action, Drama, Fantasy, History, Romance","""Arthdal Chronicles"" depicts the birth of civilization and nations in ancient times. It is a story of mythical heroes--their struggle, unity, and love of people living in a virtual land called Arth.","Jang Dong-gun, Kim Ok-bin, Yoon Sa-bong","Watch on Hulu (http://www.hulu.com?d=Amazon), Watch on Netflix (https://www.netflix.com/watch/81028895)"
Celebrity,Selleobeuriti,TV Series,2023,TV-MA,1h,12,1,N/A,7.4,6.1K,https://www.imdb.com/title/tt26315488/mediaviewer/rm3150063105/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi565430041/1434659607842-pgv4ql-1686840238969.mp4?Expires=1730700736&Signature=Ykyj6~bcwVJ5~LWqoWJxZ8r1-SbkFHIHrSI8TnvW4uSu~fk0ZMZnx~Da26aYcKF7h0ApdZ7g0fLX-3bVRdmI8LQpxImhNUYGgDTQJ0rWNRzANORVVL9bL0pN9fJ3ZogvNg8NAmqZ89dmtzUln1KIZgN4~hjVK9RrQhlMG92efV1sh5zm1ebpAJu5Y3BYzC10CbecYXZ7lsKvjxL~EMTgLUiaqOkVk7c9YmWMqbkzs0zN0412LKBBbLgCoT9SE5Jg7KVWCc8DBsHKeMlFtMtTMJN3d3kH-TQ2Ei-8ni0dSJyt3IbXH~OXUE9YoKmZwhisCPi0jmce~B9vipDUhu8ZCg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Conspiracy Thriller, Korean Drama, Suspense Mystery, Drama, Mystery, Thriller",Fame. Money. Power. One young woman fights to become the next hottest celebrity in the glamorous yet scandalous world of influencers in Seoul.,"Park Gyuyoung, Kang Min-hyuk, Victoria Grace",Watch on Netflix (https://www.netflix.com/watch/81361096)
Bad and Crazy,N/A,TV Series,2021-2022,TV-PG,1h 10m,12,1,2,8,5K,https://www.imdb.com/title/tt15146202/mediaviewer/rm2080041985/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi585024281/1434659607842-pgv4ql-1638793695507.mp4?Expires=1730700571&Signature=cJWQ9DwqbOPl8Io7Zt5LpANwRJYt8ZqHPX73Oi93LEMxX25liPOVaGSlMI4uqF67akwQtnLXZPaGi02maGq8HS4PnFB4OCgWKnIrmhQpZfrULm6j0NGbI-eSGbylufn4IFp0rZWDnfdEF7GH0EdvmEnZPtSOrEioS-TVK7iXypbAkkVcVRehN0H3Wh1EX2u-UOIqr7roTymlOzDtzf2-ZZVXB-Donw0-zS5VjQKWDNVW89O6uhUNVKKX5eOxH9AKLk8I0fSebb6ExQdkN7ykrFICClBzW9glFRqTUl4uK~Ul2F-K3zWY7stZkG5ujzBwfXXCuk1dyrOvfDUGvo~jOw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Comedy, Crime, Drama, Fantasy, Mystery, Romance, Thriller","A mysterious, justice-seeking entity throws chaos into the life of a cop who's willing to overlook ethics and corruption for a promotion.","Lee Dong-wook, Han Ji-Eun, Cha Hak-yeon","Watch on Netflix (https://www.netflix.com/watch/81577271), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d4f68423-09b1-4b3d-9e32-3082229c1071), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d4f68423-09b1-4b3d-9e32-3082229c1071)"
Kingdom,N/A,TV Series,2019-2020,TV-MA,45m,12,2,2,8.3,57K,https://www.imdb.com/title/tt6611916/mediaviewer/rm795917825/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2133047833/1434659607842-pgv4ql-1546270897942.mp4?Expires=1730700382&Signature=GvPfrDTIEHTgnnrRhwYnNS0Q16k6Je6m9~POJkSd73byBipeXBJXBcP70~6VYNVHBKXB7MEJ6tAqkJHXFE0kpECdP55cx0a1EkJva9gfvJr4MLcgemBeYqN7EaNsgI-RvQYWCkBmniYaxvqNG2ePPYoUF0n-e~6pe-b2El1-8-vwFBIYBeH9Hju5Zy8P48XdU0ip~36j~iT2yS-yxj0t9fkoAsg-pFKFayU62vDGccCVyZEBkhNMCPQI7I~LJ8dj9Id~OfJWFWcI9g1o1RyEBQzVbyw66cmnxa84v-AcH8u4y60w2-bUJYkVesp8T57MgQ8~JEa4NI0yZxR5oX6Tow__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Period Drama, Zombie Horror, Action, Drama, Horror, Thriller","While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.","Ju Ji-hoon, Bae Doona, Kim Sungkyu",Watch on Netflix (https://www.netflix.com/watch/80180171)
Squid Game,Ojing-eo geim,TV Series,2021-2025,TV-MA,1h,12,3,3,8,574K,https://www.imdb.com/title/tt10919420/mediaviewer/rm113402369/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2577713433/1434659607842-pgv4ql-1730402315516.mp4?Expires=1730700677&Signature=KnnSzA8k9tTrY2GYpcenBzG1Xg2LAzaU0gtukB9Cv9zBj8DyxuYvTxkcFRZepsoRljSZIqWnWmN-K0ORnfN2agD-c0b3Sc2JEB2H8T8RRbc6~WgLq4W6ij2e7uJsZ7Y7zfrnyGh6eLOGYdtXjXyeZDit0Ow5q8uzXPNpOwAbBxS34lWg1WkkZKkA4t5lyj-mnJr8Okv3~jsI1Y3~zFK3aeybfIkoRIIF~2DzDORAMHbcXwz73hDXUBXbeDFOcEU3yIGjNbdUo-O7ZtOVniFKuoOW46oWf0-0taa3ih7fF~X~4spL7TwjdtK4kS9SXRxKqjmSg3emujdhR8hoA7YioA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Conspiracy Thriller, Korean Drama, Psychological Drama, Suspense Mystery, Action, Drama, Mystery, Thriller","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes: a survival game that has a whopping 45.6 billion-won prize at stake.","Lee Jung-jae, Park Hae-soo, Nandito Hidayattullah Putra",Watch on Netflix (https://www.netflix.com/watch/81040344)
Destined with You,Yi Yeonaeneun Bulgahangryeok,TV Series,2023,TV-MA,1h 10m,16,1,N/A,7.6,5.9K,https://www.imdb.com/title/tt27974068/mediaviewer/rm2364692481/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi92784409/1434659607842-pgv4ql-1691415751668.mp4?Expires=1730701033&Signature=Yi9x8wMmerjmfSHZ0poKuHdiX7sUIR~wrA85foDWx6EJAqONNK75I9gCDsw-DPK2RAYcVDkC~Y-Bz6pjqrU1eLlOdv1i5XZ0bfxyxTi491W-6pJfA2PkeJr7MmhsW8NjfZxBRstKPPlVBWqv-KC71ZTzGSKnTRCLS59jdORllunAJF4Y8Z~Q-~57Vl5lJaxKYNmkA7M1IFGNdpyPN-6GeIWx71KX9GVVxedxIGoT~Ii8d6nRZSfY4Dkrdd0KWqUXa-pEbZUAvlIe1ePrEOLxvnmun-UzBl7wlAUrvJ~rFqqfgTccQE9vdqLLIuvjF7E9XrkGEAdFoVzb70XgRFKCyQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy, Romance","Follows a successful lawyer who has everything, but who is plagued by a family curse, and turns out that the one who holds the secret to breaking it is the seemingly ordinary civil servant.","Yura, Kim Ro-Woon, Jo Bo-ah",Watch on Netflix (https://www.netflix.com/watch/81669779)
Beyond Evil,Gwimul,TV Series,2021,TV-MA,1h 10m,16,1,N/A,8.1,5.8K,https://www.imdb.com/title/tt13634872/mediaviewer/rm3827947265/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2125054745/1434659607842-pgv4ql-1632707671592.mp4?Expires=1730700930&Signature=c5mSoObH4E3b7Luj~PkEoC8g~GS~hdq50RJJ~yIDzZSjtFH72U3uPMSO779EZdfK76Wr3Vsp-sevowM9Hw3O~M~vudqel4C9XkGWfA~Z8SbktKD~XGpuPrfqXMOtIbOmOYdvZPFEXvTgQlL8K80VdnRWH61o0-krQnDYspV8OxJ~2W1MmUD19BuGET3aWe-nir4QkaCIOGAP1cpf7bYwwZ1g7sHRI431UKp8DoTu6FZ0enI4SicYWdOk0aDnhyy7tjcoByrEWUw233UZBGNmKbritqxwaLmhDnDKxwuEsAX-ve59rUSmmRAfJPDK~nc4AWEe-UrqEyBOQvuMd-b8PQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Psychological Drama, Psychological Thriller, Drama, Mystery, Thriller","The story of two fearless men who are willing to go through extreme lengths in their pursuit of a returning serial killer. To uncover the murderer's identity, the two are forced to look deeper than what the evidence seems to suggest.","Shin Ha-kyun, Yeo Jin-goo, Kim Shin-rock",
Extraordinary You,Eojjeoda Balgyeonhan Haru,TV Series,2019,N/A,35m,32,1,N/A,7.8,5.8K,https://www.imdb.com/title/tt10826102/mediaviewer/rm1098156545/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4126458649/1434659607842-pgv4ql-1635836492445.mp4?Expires=1730702994&Signature=BEgV490YZs5h6aNEOy8ZvZ7RaJmB9QqerTs~T1lLOYQic15K0wsgel3B9hFaD-2vlgrKkOqobxXtnFfspWgjWFxgL~3UkYDYv3IF6NyWAGvWad1NMzkkrWrDxNM8YXVoRVAoTQb5g-1nMzWr5WDPl0U98PcBIbF6e8LxNbqi9S8kacEjZL8oFa4zUZ3IyVAf2jjQKqmGFtbo00OURebBATnUZQy6hme~HEHxiwLUwYlcM3dGbmx6cEOrVdcFcBgiaP-8JNgbjRmPsO1qFSab1pjUKLz2OIUi8dvu68hN2bm-ufbIHAiYfvcGp7Hxzyi2CgLAtlMDIladB7TQ0coUSw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Teen Comedy, Teen Fantasy, Teen Romance, Comedy, Fantasy, Romance",The story of a girl who finds out that she is in fact a supporting character in a web comic and decides to change her fate.,"Muryu, Kim Hye-yoon, Kim Ro-Woon",
The Good Bad Mother,N/A,TV Series,2023,TV-MA,1h 10m,14,N/A,N/A,8.4,5.7K,https://www.imdb.com/title/tt27042206/mediaviewer/rm3541382401/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2926691353/1434659607842-pgv4ql-1681826437556.mp4?Expires=1730738480&Signature=m3HFhQX8fWBdPuYySv7~YJa~HyNJ56TFZ2wJ4N4WSFIgbKMEtociZIrezNG90k8TwJZoo1JYnbAH9TyvNekfoZuj0DKOFBxViCaTInnIzLThzwBHutyWtHPCbb97sUn82G-FNVn~npfeQMIrhCG7GuLg7obyRfogB7htrZ1ypn369Cdu8vcTp5L4OXNcNBCBf4zPgHLCgiJwqRrTWIqrjYIX6jEIfq8QKm2RJ43ZpcJPNIQg4QPGKiQJjnpWXsaE5WaUeBg7M6YTx2KTJ8vCaWZZpRSydBEA6HhRBe2SSxNYDwCj19WlFeRJY1hooXatldT6lte5cFJ-EnIdnq0eeQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Sitcom, Tragedy, Comedy, Crime, Drama, Family","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.","Ra Mi-ran, Lee Do-hyun, Ahn Eun-jin",Watch on Netflix (https://www.netflix.com/watch/81669775)
The Sound of Magic,Annarasumanara,TV Series,2022,TV-14,1h 10m,6,1,N/A,7.5,5.7K,https://www.imdb.com/title/tt14460684/mediaviewer/rm1235296001/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2830025241/1434659607842-pgv4ql-1650632417420.mp4?Expires=1730701081&Signature=afd0HAyK6zTfB2NNBeePDUF6ngEi60WfL8NVzdNQ5VQ5nqPH-5V5JTDSuq-SVHM8pINqvNqmLyM7hXuiFYU5CF8Qr-i8l2Ib8YRK1PL3ydi0NSfnd0VM3exLRDr6N6BpquFKFeFgV8wNNanTHHoolf7uCJrtMff~b9enS~Q6Ifeh2V2qY3ZeOsMTnR8JWf1r6X~-tIbhh-4BD5TS2RjDFhnBhX6qUMrkPWjMuzuixzgoFW3NSTWTBcEeX7KVT1y~MXxzyj8V2VN~mTyGb24YzGg7SuYcaiCTlpkG8E8zmIXX3mieE~tOBqGeukBgtBjn7o51NdhBWKxrLtUXC-pYdw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Teen Drama, Teen Fantasy, Drama, Fantasy, Music","When she was little, Yun Ai dreamed of becoming a magician. But in reality, she's just a high school student who can't even afford new socks. After meeting a mysterious magician at a carnival, she decides to follow her dream.","Ji Chang-wook, Hwang In-Youp, Lisa Yamada",Watch on Netflix (https://www.netflix.com/watch/81016276)
Cinderella and the Four Knights,Cinderellawa Ne Myungui Gisa,TV Series,2016,N/A,1h,16,1,N/A,7.4,5.7K,https://www.imdb.com/title/tt5764414/mediaviewer/rm2512065792/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2676278041/1434659607842-pgv4ql-1634647521050.mp4?Expires=1730703369&Signature=bsr-O3evGnsgTADLm~mYmANW9FBCgfpw5MqLFEjkcRm82YG4maHxRPrMyHiLnmGEQ505adtJdVQOIZGzf~vKIx5Aq1Z~77sFAlEJ~76k84M-agm8K-qRkuV3fgzTprMA5M5hYhyrRLQeSlOIEWB1RJrpaJV~32CyPJ8EANbgp2-OrMH2m72fOCDv-9L1qfxr-r11h1QZDfX6uaHjl09VO~3Jzre4iCytT4Pkmx-134Z2VNdP7vWHrpKuRbV5hO33Y~dJ7H2eTwVEjMuVW6FOeekEjSNen2h6G~75eTCqp7lIzVkDVCjek~ViJHKv1u8IU9yfWT7Y8optt9ufPfA3GQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance","A young girl who lives with her cruel stepmother and sister, accidentally meets 3 young and rich cousins who live a luxury life in a big mansion and is hired by the boys grandpa to look after their bad behavior.","Jung Il-woo, Ahn Jae-Hyun, Park So-dam","Watch on Netflix (https://www.netflix.com/watch/80188605), Watch on The Roku Channel (https://therokuchannel.roku.com/details/5dc826c6efaf56e6b0a881667a37dd64)"
Run On,N/A,TV Series,2020-2021,TV-MA,1h 10m,16,N/A,2,7.4,5.6K,https://www.imdb.com/title/tt13271834/mediaviewer/rm4250195457/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi890749209/1434659607842-pgv4ql-1608740135196.mp4?Expires=1730738153&Signature=Wukt6W~p5rPROaJIzISfmyWQyVHQtT-Sm4WaNYuOJboDJXE5IFOvevM0jdk2d2udERBEaWnOpvLgxs9oETPq7nubvzuBQaJyGOniGcAnnSgP0HWkxqPVK371qe0deBBCj-uSJ6Hqq8wy5XRXGk~7kBijgyk6txKGAn6faGOtYMuW4iU~LU5x1KRasevQp5WQye7DeZXhn3zRG7LAvwRpbMUN~fK9RvWAG4~nu41jkRlCC20YmREi3B7BOiUNLt9Ikjld-jxpNW7-o8SJAMOI1~c~OJQd0h~X911lvwKuu1hApgZYwlj7psZgjZ1IhhdmcxdeKnl3TsR55uBDlmwPJw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life","Si-Wan Yim, Shin Se-Kyung, Sooyoung Choi",Watch on Netflix (https://www.netflix.com/watch/81318872)
Oh My Ghost,Oh Naui Gwishinnim,TV Series,2015,N/A,1h,16,1,N/A,8,5.5K,https://www.imdb.com/title/tt4799574/mediaviewer/rm1441129472/?ref_=tt_ov_i,N/A,"Comedy, Drama, Fantasy, Romance","Timid Na Bong Sun gets possessed by the ghost of a confident young woman who seeks to solve her one unfinished business by hooking up with Bong Sun's boss, famous chef Kang Sun Woo.","Park Bo-young, Lee Dae-yeon, Jo Jung-suk","Watch on Netflix (https://www.netflix.com/watch/80993625), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.76a9f7a2-5c84-3e9b-ca0f-f00af36e9f93), Watch on The Roku Channel (https://therokuchannel.roku.com/details/16e0d62a82555c739bac6256a153785c)"
