Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Arthdal Chronicles,Aseudal Yeondaegi,TV Series,2019-2023,N/A,1h 20m,30,2,2,8.3,6.3K,https://www.imdb.com/title/tt8750956/mediaviewer/rm3805501697/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi104512537/1434659607842-pgv4ql-1560517441573.mp4?Expires=1730700295&Signature=FsKsDUxVSxO72M0ZcwTszHRwfypgWNPdsHtRBoMhJc0J72prbOrUZzfGQ1D3Ofk3i5tEQyj5cRcT7MsaX2vtik7Mt2hwbQsGwrLLfltnEKg2p5~lhtNQX9ZNpwNKKJxCo0Iu9So5aJePdUtXJdEIaq4hilYeR6VAiTo2RfR3O6hzAF7VWo2a1~CBstqbW0KrvLPmAbWo32k6Q0b52fdDdWeLKHNT61FTWsngOqG8QbbCQZNU~OET05yD~-WFpUtIAyVDcyOXcPkDxR5MVkwrcmeMKYA5LlBP98eFxDAKs~8Q9GlAza9fNxERA4~X6kLt4XAs5kduTsi02QMQ9NWz3g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Costume Drama, Dark Fantasy, Fantasy Epic, Korean Drama, Action, Drama, Fantasy, History, Romance","""Arthdal Chronicles"" depicts the birth of civilization and nations in ancient times. It is a story of mythical heroes--their struggle, unity, and love of people living in a virtual land called Arth.","Jang Dong-gun, Kim Ok-bin, Yoon Sa-bong","Watch on Hulu (http://www.hulu.com?d=Amazon), Watch on Netflix (https://www.netflix.com/watch/81028895)"
Youth of May,Oworui Cheongchun,TV Series,2021,N/A,1h 5m,12,1,N/A,8.3,2.5K,https://www.imdb.com/title/tt14166666/mediaviewer/rm497467393/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi227525401/1434659607842-pgv4ql-1635421268182.mp4?Expires=1730700881&Signature=Y1qYB1HT-8M6Uzltfcts7V~2v8jIxRmdcPv3y-ATdZwd2uSk6oFcwblly5PJA-E83FyOVC6ARdlx1zyfyjRIYtMMhY5-1BfUuxj87u-hs4XpX4wFVMHIT8IoX1QNOFWA7K86MJZgdnRbRKLkN5deX4LkecmVnd69kYxyTCANhWe7R6fC3AkyIjAIxDu716dICsWoOXSH3DZOrr2C9KoTG28THp~GaRN0d7gyeS3EtK3Wl6Ip3~8yx9CyvGMXeh3lz3xwgK~VNqHiWusyDHRuFOhcKyP-kYwVnUT44FpsQT91FjmEH~lkH6Na-Rz~h-POZps9Iu6eoLJwmJ8ycbHITw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, History, Romance","In May, 1980, during the turbulent times of the Gwangju Uprising, Hee-Tae and Myung-Hee fall in love. Their love seems destined by fate.","Lee Do-hyun, Go Min-si, Lee Sang-yi",
Tell Me That You Love Me,Saranghandago Malhaejweo,TV Series,2023,N/A,1h,16,1,2,8.3,1K,https://www.imdb.com/title/tt29569080/mediaviewer/rm3312276481/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1325844249/1434659607842-pgv4ql-1702380528288.mp4?Expires=1730700884&Signature=L3Cm66~HPCOHahrFvXdjMnOmB1uXXfQcvM~gBkkQ8BwmKmqGZPgeWl~KUb1fV97QBDtWM1VQt04wtjikZLYrEIworwOE5NYWwG4GNY9AS3BelnUvd2uKxELgIihFadIhdUsucU3blqDWTNscqVvklHmqKypK1RvNYnPmnmC2yR-oR7iSSy5ZHekosyKPJXJevPf7Mm8waXevrdDYzz0jaYH77yVYF3HqY~FP50sHodPUZ2hFFVyyw4lYH-z50iBCCpMlD1kjAbfjzUvwPDFoMwsA12Kc2DKAeC1NqN8cJIrbNAznLQ8zj4HSt8fsQjPo-SQZTh4u5eshpz~sWyMQFw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","A healing melodrama about the fate of Cha Jin-woo, a deaf person who is used to express emotions through pictures instead of words, and Jeong Moo-eun, who expresses her heart with her voice.","Jung Woo-sung, Shin Hyeon-bin, Park Jin-joo",
Queen of Tears,Nunmuleui yeowang,TV Series,2024,N/A,1h 15m,16,1,N/A,8.2,15K,https://www.imdb.com/title/tt27668559/mediaviewer/rm104810241/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1957086745/1434659607842-pgv4ql-1709569322202.mp4?Expires=1730699717&Signature=qb8aBF6lLTx-s9b9O1f8is3FoySe2Yx45Yd5Xv5Myu23fjagRbp9Edu9EG-DogcZiyERsgkPTy8mYFwT3G5HxmqQQrOm60v8WeFRewTtx05hUN5qT0tMIna8dnzU6IYeaUN-qEIId2~cngLWtIskXFxYhIq6cBoOL8yBhtuu4VaPyO5DRtb3b73y0DhOpP~U7Ps1OH6I~dpAj-du-xi38KMhUu8kr3I6nzOMX3x~x4H-xyRtuCfkBOXiCAayptWsFIibKWLjnuNMFm85T4iSSO3fWS3raOs89C~UU061JRpUEo27Gn6uGchXoRcwKYTLMlTZYljlSX09dPW6qDQPUA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Family, Romance",A miraculous love story of a married couple overcoming a dizzying crisis.,"Kim Soo-hyun, Kim Ji-won, Park Sung-hoon",Watch on Netflix (https://www.netflix.com/watch/81707950)
Descendants of the Sun,Taeyangeui huye,TV Series,2016,TV-14,1h,19,1,N/A,8.2,24K,https://www.imdb.com/title/tt4925000/mediaviewer/rm484842240/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3697262873/1434659607842-pgv4ql-1613069425575.mp4?Expires=1730699822&Signature=V6PaGT3tnUgCUW6TgT4-f3QiBb83FjYWqomd7jqqlCZOXOLOLHR5tlcf3z1Bo5p9wXwdruhb9PrWytsV3pZHCtTwN9RvTCXfEbmXmU9au5OIjl8V181XX8xowbCsH3j4-iSz2apPrCkl00rdyuybd677rBbxfCKXAQGxtf1cvn1QBVpWoBMwgCX3JWKCK56B8XSLk6tu9Cs8AejcR3sr4BY0VabsCnng7omX~pseRw5mbIXZhQa5RuZ00VFqQUqym47Ko~u2Cg-NMAX8HFRWvx~td6Jy8v4UvJL6k6OeJaqrsJJPjNvMt4xaBYTb0j5wZS1QoAMWJdaNox8FEWp4hA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Comedy, Drama, Romance",This drama tells of the love story that develops between a surgeon and a special forces officer.,"Song Joong-ki, Song Hye-kyo, Jin Goo",
Strong Girl Bong-soon,Him-ssen yeo-ja Do Bong-soon,TV Series,2017,TV-14,1h 7m,17,1,N/A,8.2,19K,https://www.imdb.com/title/tt6263222/mediaviewer/rm543320577/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2022425369/1434659607842-pgv4ql-1635147705423.mp4?Expires=1730700405&Signature=UsJ~IWgffvYrtGXZUKNlQY1gTLGagpElainAkD6NcVd6YeCumzpJI0YoRRWtG87Vzjaf0ddJh2~ezcXejKvgTVkwQ~YX4cEVe3yLWqCBqLy~3WDMYzBmPTRIHmGWtbGf7qUqlULdai8~a9jbhA8Qiqps6LS9MGCNOdW2kEp3X~LcIS4sPiusF5EXGP0Ldh5cFnbo9O27yZEWBoULfYYPjXIA0Aw9vOPKiuLmmmtB9SyjKdHN~IZ6Wu86kLokCkaq89yhz2-yKJukJgK~HvTzF73555EvmX2GuYY9cjacoa1bCdW7NFJ18YITLmNd0RVUhF819vL-XZTneS9JY9RIQg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Crime, Drama, Fantasy, Romance, Sci-Fi","Do Bong-soon is a woman born with superhuman strength that comes from the long line of women possessing it. when Ahn Min Hyuk, the CEO of ainsoft, a gaming company witnesses her strength he hires her as his personal bodyguard.","Park Bo-young, Park Hyung-sik, Ji Soo",
18 Again,Eitin Eogein,TV Series,2020,N/A,1h 10m,16,1,N/A,8.2,3.6K,https://www.imdb.com/title/tt12846096/mediaviewer/rm3517162241/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2241708825/1434659607842-pgv4ql-1634127501049.mp4?Expires=1730700611&Signature=OA00SPHfDAHinue2maA9Wiw9pfA4zx1kDNFMK1Anw5hshH4J6bACfjRZX8UYcOybSULKnRYNA17VkHYtCLXggztk0wfG9QxjdyjQi71-cmz05EUBh774D1blSpDgUCwtGhUems22jCdJPlFQnnWP9NAf2HYHpEoubl5cPMDA8r4ISvcoshQN27kR9eorKJuMxRE-B3ivtdMLo-ichRpK5lTaKJsBcp1W91fVBSUALn1T4HeoOuiO693ubW5~D8eF2drFwhgITw6r8D-7WkZZXyi5araiO~oLRScpZpCHhwLKo3Uhoq9JSWnVH7XUk8ce8wzdVyZE0X~N2ZgQzjXaTA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Korean Drama, Comedy, Drama, Fantasy, Romance",A 37-year-old man on the verge of being divorced from his wife suddenly finds himself inside his 18-year-old body. He starts living a new life under a new name to get closer to his children and protect them.,"Kim Ha-neul, Yoon Sang-Hyun, Lee Do-hyun",
Just Between Lovers,Geunyang Saranghaneun Sai,TV Series,2017-2018,N/A,1h 10m,16,1,2,8.2,3.5K,https://www.imdb.com/title/tt7521898/mediaviewer/rm2525975040/?ref_=tt_ov_i,N/A,"Korean Drama, Drama, Romance","A major accident takes the lives of 48 people. The lives of the survivors, those who lost loved ones and those connected to the parties blamed for the tragic event are also marked forever.","Lee Jun-ho, Won Jin-ah, Lee Ki-woo",Watch on Netflix (https://www.netflix.com/watch/81500002)
Father Is Strange,Abeojiga Isanghae,TV Series,2017,N/A,1h 6m,52,1,N/A,8.2,798,https://www.imdb.com/title/tt6405196/mediaviewer/rm155988480/?ref_=tt_ov_i,N/A,"Korean Drama, Comedy, Drama, Family, Romance","A man's peaceful life with his wife and children is turned upside down when an actor, who claims to be his son, turns up at their house.","Kim Yeong-cheol, Kim Hae-sook, Lee Yu-ri",
Once Again,N/A,TV Series,2020,N/A,35m,100,1,N/A,8.2,625,https://www.imdb.com/title/tt12182904/mediaviewer/rm3067392769/?ref_=tt_ov_i,N/A,"Korean Drama, Comedy, Drama, Romance","A story about love and family based on the Song Family, who never have a peaceful day.","Lee Min-Jung, Chun Ho-jin, Cha Hwa-yeon",
Age of Youth,Cheongchunsidae,TV Series,2016-2017,TV-14,1h,26,2,2,8.2,2.9K,https://www.imdb.com/title/tt5858892/mediaviewer/rm657593344/?ref_=tt_ov_i,N/A,"Korean Drama, Comedy, Drama, Romance","Five college students, from different walks of life end up living together in a fictional house share called Belle Epoque.","Han Seung-Yeon, Han Ye-ri, Park Eun-bin",Watch on Netflix (https://www.netflix.com/watch/80128686)
The Glory,Deo geullori,TV Series,2022-2023,TV-MA,50m,16,1,2,8.1,32K,https://www.imdb.com/title/tt21344706/mediaviewer/rm2685614849/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2913911833/1434659607842-pgv4ql-1677161432413.mp4?Expires=1730700913&Signature=udd3Q-myQGy2QOLIv6GSFISNNLY1PgSVEoffN~YSMFyHKB~oDTAs7qTYjOVlxA36Rh66ChpM2W0KiapJy2PDjTG96LvezQTlnesd8NccMq4iXXOfZXse~xUlJynrPaOGKLGzlP44UfFXWvwnvjHWNjEbT3KlRTxaLIZIwUkFMmAVRgYkTL69py84vL7~PJCBjFaMKPTDQbCcSotL0JnRZtthQCZZZ3IG4gf7~~34vC7yX6~7L0-sSmybrR46AzTmCNnqlgNSx9-5~CAWZ3iXoIiAgWujZAirjqBWe9cJEkFym0clXx3UpdwsPf1R1Pf8JecafdPrMZUCb4cISXBSGA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Psychological Drama, Drama, Mystery, Thriller",A woman lives for absolute revenge against her childhood bullies who destroyed her life.,"Song Hye-kyo, Lee Do-hyun, Lim Ji-yeon",Watch on Netflix (https://www.netflix.com/watch/81519223)
Business Proposal,Sanae matseon,TV Series,2022,TV-14,1h,12,1,N/A,8.1,28K,https://www.imdb.com/title/tt14819828/mediaviewer/rm2524518913/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3279143705/1434659607842-pgv4ql-1644843341700.mp4?Expires=1730700268&Signature=VsgHxeJDVWZrrjPgrz2mNJUzpB4gADXgYWHXhN4Wowjkr37z6NENHfj-R7AI8Zb6KuIRcuxjyGc2uBfGiTRhIUL9fRaevrTxSHuXQVtUESgTPwYpCkn82YWZjX9cCEOfPcFaTo8dKuYxsw68EMORbaoW~Lz-QEpfWWvirYBN4aszxG8Xu0hyaZ8NNARmduKkSKZ7KRnljTnLvDwlBdAPkanDBKMpuGKHRcY4qY5IiUFkxdCgAuAK783OM6lI3s1zfjUBo8voRjzTzcFnAPBkDI7f-~ckE2UUve55qnLYOZK22XZEF88Oozk6nOrfyFgLCpkojyRcUurl4ruxbI6gbw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Workplace Drama, Comedy, Drama, Romance","In disguise as her friend, Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO - and makes a proposal.","Ahn Hyo-seop, Kim Sejeong, Kim Min-kyu",Watch on Netflix (https://www.netflix.com/watch/81509440)
Bloodhounds,Sanyanggaedeul,TV Series,2023,TV-MA,1h,8,1,N/A,8.1,15K,https://www.imdb.com/title/tt26315487/mediaviewer/rm2165124353/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1096795161/1434659607842-pgv4ql-1685112478509.mp4?Expires=1730700447&Signature=HJwTWe7Fu5Ia~MKmkF73yEtlb4f~ei3vwS-EADsfVJ7eoVGIAnG4bncDoygNjBzbuslukrLA2-YACvV8-HfbNx8isECw~WN~hQAPtR3m0OWq0kUalF~uiJCfrivAbFEHNH55q8PGNqhVDAunLQHdGDE7GtJRkzCIQHCyNisfn5oVQYq7j1V6lm9ZvA9r8f5MWsGlxp8XAEw-kR24zLIC9lHi1gl4BP5nc5H00ghv3vcuHuQN7pxDOE4r~qXypkMRqhuGIXyqzjswABMQqnDy--uwt6b4ptiyScbrfVmNsPCxLFvljtd4vdL4coRj0QbTdAMvIkShwfHOMYLgFchbeQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Tragedy, Action, Crime, Drama, Sport, Thriller","In order to pay off their debt, three daring youths jump into the money-lending business while confronting the rich and powerful who prey on the weak.","Jeong Chan, Woo Do-Hwan, Lee Sang-yi",Watch on Netflix (https://www.netflix.com/watch/81444051)
Legend of the Blue Sea,Pooreun Badaui Junsul,TV Series,2016-2017,N/A,1h,21,1,2,8.1,14K,https://www.imdb.com/title/tt5766194/mediaviewer/rm3873769216/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4161585177/1434659607842-pgv4ql-1626319239855.mp4?Expires=1730700646&Signature=BAIA8E5h--iTSyvv4IJzXgKrbYNHHz~cXPAOEA4AFzglSrV~wAWbhQBxSeN01hnU~o7AxDUeS1xftSW3LDlTSDg8aGqcT2mmR0O3Dd6D8xStDbQLv665ZNbT2hyAyZQjRcaCCo1TkVa4FrUoz14jfwUPFsFdoUJkVJ1bCNlJtOOOlMW0V7tt3KY7jwztei9OWAY7ehdgAOOerkHWwiBCFOWAii8JYp-bwJVQ99RqpS9caqOiEMXGJ9iH~OgSDgKHfU~x0kV0-AvNnRyABg4~pM7luYPxoU2AxZ8E4TkqyGvZdmj~9iMc2bg385VdkklqW~NQuzh9NSkrciqF0fzKUA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Sea Adventure, Comedy, Drama, Fantasy, Romance","A mermaid from the Joseon period ends up in present-day Seoul, where she crosses paths with a swindler who may have ties to someone from her past.","Jun Ji-hyun, Lee Min-ho, Lee Hee-joon",Watch on Hulu (http://www.hulu.com?d=Amazon)
Reborn Rich,Jaebeoljib Maknaeadeul,TV Series,2022,N/A,1h 11m,16,1,N/A,8.1,4.7K,https://www.imdb.com/title/tt18352538/mediaviewer/rm3717465601/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3215050009/1434659607842-pgv4ql-1666169547910.mp4?Expires=1730700280&Signature=XZvnqf38ryvvYebGqDqvrilXJH9ElUB4zap1n6S-cWErAlMfOyTD9TBkpE5CF5hWA5OedMCiv2aMqr1uO8XPSYbRw7y-crZ48AX86KaezTHju3aMlo6HFgXEfr-BtulxZqkiywqFIXc5qoMJwK3eN7EV4FV82H1nOiLsQYyoK-6uRdk33Utko3el8x1MeCBepzVcpvCIVU7W75K8JaYGo76jGf2uDABvEhQKlknmj2r2Xf77Mf-GXvtVgLdv-R1JhiZ8bFGU6u3DPfaXDimiowxbqm~LS7dLi6xsoIpz1ldKIxrF7Bw51GqsyVHP7xyVyehNKQwuCwW99wVy7ETnfQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy, Romance","After ten years, a loyal employee is framed for embezzlement, then murdered by his employers, only to be reborn as their youngest son with a yearning for revenge guiding his hostile takeover.","Song Joong-ki, Lee Sung-min, Jo Han-chul",
Beyond Evil,Gwimul,TV Series,2021,TV-MA,1h 10m,16,1,N/A,8.1,5.8K,https://www.imdb.com/title/tt13634872/mediaviewer/rm3827947265/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2125054745/1434659607842-pgv4ql-1632707671592.mp4?Expires=1730700930&Signature=c5mSoObH4E3b7Luj~PkEoC8g~GS~hdq50RJJ~yIDzZSjtFH72U3uPMSO779EZdfK76Wr3Vsp-sevowM9Hw3O~M~vudqel4C9XkGWfA~Z8SbktKD~XGpuPrfqXMOtIbOmOYdvZPFEXvTgQlL8K80VdnRWH61o0-krQnDYspV8OxJ~2W1MmUD19BuGET3aWe-nir4QkaCIOGAP1cpf7bYwwZ1g7sHRI431UKp8DoTu6FZ0enI4SicYWdOk0aDnhyy7tjcoByrEWUw233UZBGNmKbritqxwaLmhDnDKxwuEsAX-ve59rUSmmRAfJPDK~nc4AWEe-UrqEyBOQvuMd-b8PQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Psychological Drama, Psychological Thriller, Drama, Mystery, Thriller","The story of two fearless men who are willing to go through extreme lengths in their pursuit of a returning serial killer. To uncover the murderer's identity, the two are forced to look deeper than what the evidence seems to suggest.","Shin Ha-kyun, Yeo Jin-goo, Kim Shin-rock",
Yumi's Cells,Yumieui Sepodeul,TV Series,2021,TV-PG,1h 10m,28,2,2,8.1,2.9K,https://www.imdb.com/title/tt14596630/mediaviewer/rm3973184513/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3885482777/1434659607842-pgv4ql-1633689796586.mp4?Expires=1730700804&Signature=mnVXXCvhlVJisK3cclgEHhxQSpaom0gHBnSjdTu5FtqxZtvEjp6ZVo5I5Ll3vQeN8IXHD1UVynbr4ZOca1Ewh1Iik1Mk1fgPIdcg59rF6gAEhMDa5hpqCmLMSswaYpHdCYoqL5j5XwrMLRLPD9ieqFVNCDEmhyrwy5W1wkV7bROAaw-ZbytMKAS~8mRlb2zzZM7LvIqB7fWYQFUDaAsiWZ-1rEGjW~OjBVs4xx7rnqG7ExhtijRvdovZlH8C5q90X7TUcvW91UlocxL1kETpbCBNaEc6WDu~GPt-ogQz--n6xxtyUj4fTj~R1vTFK9cx2feKhrtuAaB~clXClGQl8w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","The story of an ordinary office worker named Yumi-from the point of view of the many brain cells in her head controlling her every thought, feeling, and action.","Dong Gun Lee, Jae-Jeong Song, Kim Go-eun",
Squid Game,Ojing-eo geim,TV Series,2021-2025,TV-MA,1h,12,3,3,8,574K,https://www.imdb.com/title/tt10919420/mediaviewer/rm113402369/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2577713433/1434659607842-pgv4ql-1730402315516.mp4?Expires=1730700677&Signature=KnnSzA8k9tTrY2GYpcenBzG1Xg2LAzaU0gtukB9Cv9zBj8DyxuYvTxkcFRZepsoRljSZIqWnWmN-K0ORnfN2agD-c0b3Sc2JEB2H8T8RRbc6~WgLq4W6ij2e7uJsZ7Y7zfrnyGh6eLOGYdtXjXyeZDit0Ow5q8uzXPNpOwAbBxS34lWg1WkkZKkA4t5lyj-mnJr8Okv3~jsI1Y3~zFK3aeybfIkoRIIF~2DzDORAMHbcXwz73hDXUBXbeDFOcEU3yIGjNbdUo-O7ZtOVniFKuoOW46oWf0-0taa3ih7fF~X~4spL7TwjdtK4kS9SXRxKqjmSg3emujdhR8hoA7YioA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Conspiracy Thriller, Korean Drama, Psychological Drama, Suspense Mystery, Action, Drama, Mystery, Thriller","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes: a survival game that has a whopping 45.6 billion-won prize at stake.","Lee Jung-jae, Park Hae-soo, Nandito Hidayattullah Putra",Watch on Netflix (https://www.netflix.com/watch/81040344)
True Beauty,Yeoshingangrim,TV Series,2020-2021,TV-Y,1h 10m,16,1,2,8,17K,https://www.imdb.com/title/tt13274038/mediaviewer/rm2397953537/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1678819609/1434659607842-pgv4ql-1608221787359.mp4?Expires=1730699929&Signature=YcMG-LqwFVgNzFFpX0rItxz~wXKqlU6wvBQx2bfvH5EeqQysOOiZQfOPS19q~WCBkth-7DqaVZFfZRGFzqQB~AOSFHhXB0KMExk3s6kQSZqEXxEBkrJ0QeVJXT2JpdTBZG4cKeJz1Ip8A5HTQ9LyZeWZZfLn0bIIO4w7yt5lIid8kbodbZvXqgFlZQtRy6Jwlsl9o3pTnjKhI5eEMov3J4Iy~YmQI~zD07r2IiUCuooxe84xdPqk5VbqDEEcWkUlzLjJe9kifrN64ioBA~fPneeoD2fI5KeCoU~Dlf6D3ZHaUMuz6fiMtJj6GE77-NKcKNyF~41bjB7qmCD0-z3-5Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Comedy, Drama, Romance","After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos.","Yaongyi, Moon Ga-young, Cha Eun-woo",
A Shop for Killers,Sarinjaui Syopingmol,TV Series,2024,TV-MA,50m,8,1,N/A,8,6K,https://www.imdb.com/title/tt26450613/mediaviewer/rm641681665/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2991703833/1434659607842-pgv4ql-1705832356136.mp4?Expires=1730700601&Signature=PehZLnUq0~1dT6w3TlIquCF76zo7Wn9cFtClcE4wfrX7SJVbxc0Mj~quae2V8A7gcbjYTRjR7kBB7oF3ldiwXcKinjNda7H9SCWvvbZwlBKLyjB7ESzjrLL23swjszVkfEjBgTbU9yq1CWWFbhfTotjhwOwME~FrDIIeBfA3V1UyOTGjhvvnp4fFw7lk19IgwWKJi7o~~uKXI6SDbKrLa0D5bC3wNblcpcMlH3ywuqqbGRY8pBVOeIV9-bPplEmkycaJT23zXaNScr-4eTW5hjZsBn2H5GGIUVXNDQZprjo3zC6O0X8j6FopBpHTz~bUISNCUBkxnaaxyk3nBFXPIQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Drama, Mystery, Thriller","An action drama in which a niece who lost her parents and grew up in the hands of an uncle who runs a shopping mall, faces a new truth after her uncle's sudden death.","Lee Dong-wook, Kim Hye-jun, Jo Han-sun",Watch on Hulu (http://www.hulu.com?d=Amazon)
The King's Affection,Yeonmo,TV Series,2021,TV-PG,N/A,20,1,N/A,8,6.6K,https://www.imdb.com/title/tt14609428/mediaviewer/rm73463297/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4271162137/1434659607842-pgv4ql-1633516268191.mp4?Expires=1730700944&Signature=ZK7lOTnb4puCZfLA9AlXuuV9dMwrAo4HcHekZMXSc2Y273kRxKrk507Ev6Uw8faiSkcai6L1Yn7EAehOjteXInExaz3RtViu101dl1caDwP3TnBkbm88N4Ru3V7c1~C8jyXCo7q7xNiSGfnt-Obgc2hXkUXcXCnVk6k02zIBBdbSvlHeYQbh5J-BhEuC~iku5ljKtp3URGRqiJx5rZGMPt64TTJCxDrximPmjyCZ7~CrCmqPMdzr3f1OJYrBGah53iAZunakqAYrv1-L2mW0cSYXwSutBx807vMQMstzVg35OnCH4tehqXbqG893NdILZE62K4NIV97onPwKvezedg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Period Drama, Drama, Romance","The story is set during the Joseon Dynasty when twins were considered an ominous sign. When the Crown Princess Consort gives birth to twins, an order is sent to kill the daughter. To save her, she is secretly sent out of the palace.","Lee So-Young, Park Eun-bin, Kim Ro-Woon",Watch on Netflix (https://www.netflix.com/watch/81430282)
Because This Is My First Life,Ibeon Saengeun Cheoeumira,TV Series,2017,N/A,1h 10m,16,1,N/A,8,8.5K,https://www.imdb.com/title/tt7278588/mediaviewer/rm4120936705/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4018324249/1434659607842-pgv4ql-1634563737624.mp4?Expires=1730700940&Signature=uCmwogT6-PEjfsU~IteYrFPTADykdIQGb7WWPXT9ocUiDPWTdilzYUsjqjAktHq4jmWqtS7I6Vl2Tc2FJ0JDIBR4aYFStfOgXLRQ-UorVZU3HpGTE8kInX56WqRfNpTYMxhINIW0RMUvSxMwKT~XXQ7O11MVgamtiIukPDZhHVDbtJZBIWuCmirrThTUZN2p3Wy-KDix6FwccWDCJD8aWeAOp4VNziwG-DDQXGnZuOIJzADsmP-1Kwt95ZRAeF~82KPaLUsN4nBJkvRTYr3~tz-vQVOoGZMxkOE0IbtEY5vUtnzzwNKogbgITubaoeQTNXnRdsjTUdi6kb4Dy5WrxA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","Ji Ho is a single woman. She's a writing assistant of dramas. She's a strong and determined woman. Unfortunately, she has to leave her house and seeks other place to live. Her friends help her to find a roommate. That roommate is Se Hee.","Jung So-min, Lee Min-ki, Esom","Watch on Netflix (https://www.netflix.com/watch/81167119), Watch on The Roku Channel (https://therokuchannel.roku.com/details/12edd3e5d1bd5844b98a7def42405e0e)"
Start-Up,Seutateueob,TV Series,2020,TV-14,1h 20m,16,1,N/A,8,16K,https://www.imdb.com/title/tt12867810/mediaviewer/rm2822086913/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2113782041/1434659607842-pgv4ql-1603290452524.mp4?Expires=1730700951&Signature=iHpO3RzBZTgeg1rL028qyKJuDHnX8DxpjtVdMMLtX9D8shL9r5M6qJkhHT5nRV-BoyT-umrboscfaVAH3ycGIrvonLCJfABWVztbWnZoQnRbPHfafBQJQQBpFIRvnknf5NTLU4tL-uSYeyHK-2uiq8MYsnMSlU3SN-g2sEdT09dea27Bh8duDWJL-6NisXzbnWFI2emKp0-3AYLlDfqGk81q36adKLSqCeKy6Tb8ix1ejfVjwV9RBCSHiic1XjxlRNSjQzgj0wCWNTMkYZ6dFX9K3eYgxUvI9E4acZVPRAnaKNwA4zHrTyMVYo3VMeiMvNOP~NDiexNYl7zRV8Ukfw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Feel-Good Romance, Korean Drama, Comedy, Drama, Romance",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho",Watch on Netflix (https://www.netflix.com/watch/81290293)
